�gnc,Date,Issuer,Symbol,Lead/Joint-Lead _Managers,Offer_Price,Opening_Price,1st Day_Close,1st Day_Chng
1739,2011/8/11,Carbonite ,CARB,BofA Merrill Lynch/ J.P. Morgan,10,10.93,12.35,0.235
1740,2011/8/11,SandRidge Permian Trust ,PER,Morgan Stanley/ Raymond James/ RBC Capital Markets/ Wells Fargo Securities,18,18,18,0
1741,2011/8/17,Tudou Holdings Limited ,TUDO,Credit Suisse/ Deutsche Bank Securities,29,25.11,25.59,-0.1176
1742,2011/10/14,Ubiquiti Networks ,UBNT,UBS Investment Bank/ Deutsche Bank Securities/ Raymond James,15,16.5,17.5,0.1667
1743,2011/10/19,ZELTIQ Aesthetics ,ZLTQ," J.P. Morgan/ Goldman, Sachs & Co. ",13,14.5,15.5,0.1923
1744,2011/10/25,Committed Capital Acquisition  ,CCACU,Broadband Capital Management,5,5.1,5.1,0.02
1745,2011/11/3,Enduro Royalty Trust,NDRO,"Barclays Capital/ Citigroup/ Goldman, Sachs/ RBC Capital Markets/ Wells Fargo Securities",22,21.75,21.26,-0.0336
1746,2011/11/4,Groupon ,GRPN,"Morgan Stanley/ Goldman, Sachs/ Credit Suisse",20,28,26.11,0.3055
1747,2011/11/4,"Rentech Nitrogen Partners, L.P. ",RNF,Morgan Stanley/ Credit Suisse,20,20,19.85,-0.0075
1748,2011/11/8,Selway Capital Acquisition ,SWCAU,Aegis Capital/ Chardan Capital Markets,10,10,9.95,-0.005
1749,2011/11/9,Imperva ,IMPV,J.P. Morgan/ Deutsche Bank Securities,18,23,24,0.3333
1750,2011/11/11,Chesapeake Granite Wash Trust ,CHKR,Morgan Stanley/ Raymond James,19,19,18.87,-0.0068
1751,2011/11/11,"LRR Energy, L.P. ",LRE,Wells Fargo Securities,19,19,19.05,0.0026
1752,2011/11/11,NewLink Genetics ,NLNK,Stifel Nicolaus Weisel/ Canaccord Genuity,7,7,7.08,0.0114
1753,2011/11/16,Clovis Oncology ,CLVS,J.P. Morgan/ Credit Suisse,13,13.05,12.56,-0.0338
1754,2011/11/16,InvenSense ,INVN,Goldman Sachs/Morgan Stanley,7.5,8.3,8.9,0.1867
1755,2011/11/17,Angie’s List  ,ANGI,BofA Merrill Lynch,13,18,16.28,0.2523
1756,2011/11/17,Delphi Automotive PLC  ,DLPH,"Goldman, Sachs/ J.P. Morgan",22,21.5,21.33,-0.0305
1757,2011/11/18,Digital Domain Media Group ,DDMG,Roth Capital Partners,8.5,8.5,7.15,-0.1588
1758,2011/11/18,Intermolecular ,IMI,Morgan Stanley/ J.P. Morgan/ Barclays Capital,10,10,9.5,-0.05
1759,2011/11/18,Manning & Napier ,MN,BofA Merrill Lynch,12,12,12,0
1760,2011/11/18,Mattress Firm Holding  ,MFRM,Barclays Capital/ UBS Investment Bank/ William Blair & Company,19,22,22,0.1579
1761,2011/11/23,BlackRock Utility & Infrastructure Trust (BUI),BUI,Morgan Stanley/ Citigroup/ BofA Merrill Lynch/ UBS Investment Bank/ Wells Fargo Securities/ Ameriprise Financial Services/ RBC Capital Markets,20,20,20,0
1762,2011/12/2,Vanguard Energy ,VNGEU,Paulson Investment,1,1.15,1.15,0.15
1763,2011/12/9,Memorial Production Partners LP ,MEMP,Citigroup/ Raymond James/ Wells Fargo Securities,19,18.82,19.79,0.0416
1764,2011/12/9,"Rose Rock Midstream, L.P. ",RRMS,Barclays Capital/ Citigroup/ Deutsche Bank Securities,20,20.5,20,0
1765,2011/12/13,Jive Software  ,JIVE,"Morgan Stanley/ Goldman, Sachs",12,15.12,15.05,0.2542
1766,2011/12/14,Sanchez Energy ,SN,Johnson Rice & Company/ Macquarie Capital,22,20,18.25,-0.1705
1767,2011/12/15,Bonanza Creek Energy ,BCEI,Morgan Stanley/ Credit Suisse,17,15.5,13.61,-0.1994
1768,2011/12/15,Laredo Petroleum Holdings ,LPI,J.P. Morgan,17,17.25,18.1,0.0647
1769,2011/12/15,Michael Kors Holdings ,KORS,"Morgan Stanley/ J.P. Morgan/ Goldman, Sachs & Co.",20,25,24.2,0.21
1770,2011/12/15,"Mid-Con Energy Partners, LP  ",MCEP,RBC Capital Markets,18,17.72,18.05,0.0028
1771,2011/12/16,"Inergy Midstream, L.P. ",NRGM,Morgan Stanley/ Barclays Capital/ BofA Merrill Lynch/ Credit Suisse/ Wells Fargo Securities,17,17,17.65,0.0382
1772,2011/12/16,Zynga  ,ZNGA,"Morgan Stanley/ Goldman, Sachs",10,11,9.5,-0.05
1773,2010/1/22,Cellu Tissue Holdings ,CLU,Goldman Sachs/J.P. Morgan/BofA Merrill Lynch,13,12.3,11.9,-0.0846
1774,2010/1/22,Chesapeake Lodging Trust ,CHSP,J.P. Morgan/Dutsche Bank/FBR,20,19.25,19,-0.05
1775,2010/1/22,Symetra Financial ,SYA,BofA/JP Morgan/Goldman Sachs/Barclays Capital,12,12.7,12.75,0.0625
1776,2010/1/26,Andatee China Marine Fuel Services ,AMCF,Rodman Renshaw/Newbridge,6.3,6.3,5.77,-0.0841
1777,2010/1/28,IFM Investments Limited ,CTC,Goldman Sachs/Morgan Stanley,7,7.15,7.3,0.0429
1778,2010/1/29,China Electric Motor ,CELM,Roth Capital/West Park Capital,4.5,4.7,4.45,-0.0111
1779,2010/2/3,Ironwood Pharmaceutical ,IRWD,J.P.Morgan/Morgan Stanley/Credit Suisse,11.25,11.31,11.65,0.0356
1780,2010/2/9,Solar Capital ,SLRC,Citi/J.P. Morgan/Morgan Stanley/Sun Trust,18.75,17.8,18,-0.04
1781,2010/2/10,Piedmont Office Trust Realty ,PDM,Morgan Stanley/J.P. Morgan,14.5,14.75,15.6,0.0759
1782,2010/2/10,Terreno Realty ,TRNO,Goldman Sachs,20,18.75,18.65,-0.0675
1783,2010/2/11,Generac Holdings ,GNRC,J.P. Morgan/Goldman Sachs,13,13,12.84,-0.0123
1784,2010/2/11,Graham Packaging ,GRM,Citi/Goldman Sachs/Deutsche Bank,10,10,10.2,0.02
1785,2010/2/11,QuinStreet ,QNST,Credit Suisse/BofA Merrill Lynch/J.P. Morgan,15,15.1,15,0
1786,2010/2/26,Sprott Physical Gold Trust ,PHYS,Morgan Stanley/RBC,10,9.65,9.59,-0.041
1787,2010/3/1,Anthera Phamaceuticals ,ANTH,Deutsche Bank,7,7,7.01,0.0014
1788,2010/3/10,Baltic Trading Limited ,BALT,Morgan Stanley/Dahlman Rose,14,14,13.96,-0.0029
1789,2010/3/11,Sensata Technologies ,ST,Morgan Stanley/Barclays Capital/Goldman Sachs,18,18,18.5,0.0278
1790,2010/3/12,AVEO Pharmaceuticals ,AVEO,J.P. Morgan/Morgan Stanley,9,8.25,9,0
1791,2010/3/12,Crude Carriers,CRU,UBS Investment Bank/BofA Merrill Lynch/Wells Fargo Securities,19,19,19,0
1792,2010/3/16,Financial Engines ,FNGN,Goldman Sachs,12,14.95,17.25,0.4375
1793,2010/3/24,Calix Networks ,CALX,Goldman Sachs/Morgan Stanley,13,17,15.1,0.1615
1794,2010/3/24,First Interstate BancSystem ,FIBK,Barclays Capital,14.5,15.98,15.7,0.0828
1795,2010/3/24,MaxLinear ,MXL,Morgan Stanley/Deutsche Bank,13,17,18.7,0.4385
1796,2010/3/26,China Lodging Group ,HTHT,Goldman Sachs/Morgan Stanley,12.25,13.5,13.92,0.1363
1797,2010/3/31,Scorpio Tankers ,STNG,Morgan Stanley/ Dahlman Rose,13,12.9,12.56,-0.0338
1798,2010/3/31,SS&C Technologies Holdings ,SSNC,J.P. Morgan,15,16,15.08,0.0053
1799,2010/3/31,Meru Networks ,MERU,BofA Merrill Lynch,15,20,19.17,0.278
1800,2010/4/1,Primaerica ,PRI,Citi,15,19.15,19.65,0.31
1801,2010/4/9,Metals USA Holdings ,MUSA,Goldman Sachs,21,20.5,19.2,-0.0857
1802,2010/4/9,Tengion ,TNGN,Piper Jaffray/Leerink Swann,5,5,5.02,0.004
1803,2010/4/16,Chatham Lodging Trust ,CLDT,Barclays Capital,20,20.25,20.5,0.025
1804,2010/4/22,Codexis ,CDXS,Credit Suisse/Goldman Sachs,13,13,13.26,0.02
1805,2010/4/22,DynaVox ,DVOX,Piper Jaffray/Jefferies,15,15,15,0
1806,2010/4/22,Alimera Sciences ,ALIM,Credit Suisse/Citi,11,11,11,0
1807,2010/4/22,Global Geophysical Services ,GGS,Credit Suisse/Barclays Capital,12.26,12,12,-0.0212
1808,2010/4/22,Mitel Networks ,MITL,BofA Merrill Lynch/J.P. Morgan/UBS Investment Bank,14,12.75,12.3,-0.1214
1809,2010/4/22,SPS Commerce ,SPSC,Thomas Weisel Partners,12,14,13.6,0.1333
1810,2010/4/23,Excel Trust ,EXL,Morgan Stanley/Barclays Capital/UBS Investment Trust,14,13.25,13.3,-0.05
1811,2010/4/29,Alpha and Omega Semiconductor ,AOSL,Deutsche Bank/Piper Jaffray,18,18.11,17.7,-0.0167
1812,2010/4/29,Convio ,CNVO,Thomas Weisel Partners/ Piper Jaffray,9,10,10.24,0.1378
1813,2010/4/30,PAA Natural Gas Storage ,PNG,Barclays Capital/ UBS Investment Bank,21.5,22.5,23.25,0.0814
1814,2010/5/3,S&W Seed ,SANWU,Paulson Investment/Feltl,11,10.89,10.7,-0.0273
1815,2010/5/5,Charm Communications ,CHRM,Credit Suisse,9.5,9.51,9.4,-0.0105
1816,2010/5/5,Douglas Dynamics ,PLOW,Credit Suisse/ Oppenheimer,11.25,22.26,11.29,0.0036
1817,2010/5/12,Niska Gas Storage ,NKA,Goldman Sachs/Morgan Stanley,20.5,19.5,19.1,-0.0683
1818,2010/5/13,Express ,EXPR,BofA Merrill Lynch/Goldman Sachs,17,17.05,16.75,-0.0147
1819,2010/5/13,Roadrunner Transportation Services Holdings ,RRTS,Baird/ BB&T Capital Markets/ Stifel Nicolaus,14,14,13.75,-0.0179
1820,2010/5/13,TeleNav ,TNAV,J.P. Morgan/Deutsche Bank,8,9,9.8,0.225
1821,2010/5/14,JinkoSolar Holding ,JKS,Credit Suisse,11,11,11.01,0.0009
1822,2010/5/14,Kingtone Wireless Soultion ,KONE,Roth Capital Partners,4,4,3.94,-0.015
1823,2010/5/14,Noranda Aluminum Holding ,NOR,BofA Merrill Lynch,8,8.3,8.8,0.1
1824,2010/5/20,57th Street Acquisiton ,SQTC.U,Morgan Joseph/Ladenburg Thalmann,10,10,10,0
1825,2010/5/20,Accretive Health ,AH,Goldman Sachs/Credit Suisse,12,12,12.74,0.0617
1826,2010/5/20,ReachLocal ,RLOC,J.P. Morgan/BofA Merrill Lynch,13,13,12.66,-0.0262
1827,2010/5/28,GenMark Diagnostics ,GNMK,Piper Jaffray,6,6,6,0
1828,2010/6/11,China New Borun ,BOR N,Piper Jaffray,7,7,7,0
1829,2010/6/15,CBOE Holdings ,CBOE,Goldman Sachs,29,32.8,32.49,0.1203
1830,2010/6/16,BroadSoft ,BSFT,Goldman Sachs/Jefferies,9,8.25,8.3,-0.0778
1831,2010/6/17,Higher One Holdings ,ONE,Goldman Sachs,12,13.5,14.27,0.1892
1832,2010/6/17,Oasis Petroleum ,OAS,Morgan Stanley/UBS Investment Bank,14,14.85,14.88,0.0629
1833,2010/6/18,China Intelligent Lighting & Electronics ,CIL,Rodman & Renshaw.WestPark Capital,3,2.85,2.95,-0.0167
1834,2010/6/18,Motricity ,MOTR,J.P. Morgan/Golldman Sachs,10,9.89,9.26,-0.074
1835,2010/6/24,Hudson Pacific Properties ,HPP,BofA Merrill Lych/Barclays Capital/Morgan Stanley,17,17.5,17.4,0.0235
1836,2010/6/25,Fabrinet ,FN,Morgan Stanley/Deutsche Bank,10,10.95,10.75,0.075
1837,2010/6/29,Tesla Motors ,TSLA,"Goldman, Sachs/ Morgan Stanley/ J.P. Morgan/ Deutsche Bank Securities",17,19,23.98,0.4106
1838,2010/6/30,HiSoft Technology International ,HSFT,Deutsche Bank,10,10.27,10.4,0.04
1839,2010/7/1,AutoNavi Holdings ,AMAP,Goldman Sachs,12.5,13.02,13.5,0.08
1840,2010/7/14,Oxford Resources Parntners L.P. ,OXF,Barclays Capital/Citi,18.5,18.25,17.96,-0.0292
1841,2010/7/15,SMART Technologies ,SMT,Morgan Stanley/ Deutsche Bank Securities/ RBC Capital Markets/ BofA Merrill Lynch/ Credit Suisse,17,17.5,17.05,0.0029
1842,2010/7/16,Qlink Technologies ,QLIK,Morgan Stanley/Citi/J.P. Morgan,10,12,12.8,0.28
1843,2010/7/16,RealD ,RLD,J.P. Morgan/Piper Jaffrey,16,19.55,19.51,0.2194
1844,2010/7/20,Camelot Information Systems ,CIS,Goldman Sachs/Barclays Capital,11,10.01,10.65,-0.0318
1845,2010/7/22,Ameresco ,AMRC,BofA Merril Lynch,10,10.33,10.17,0.017
1846,2010/7/22,Green Dot ,GDOT,J.P. Morgan/Morgan Stanlry,36,42.1,43.99,0.2219
1847,2010/7/29,Chesapeake Midstream Partners ,CHKM,Citi/Morgan Stanley,21,22.25,22.4,0.0667
1848,2010/7/29,Envestnet ,ENV,Morgan Stanley/UBS Investment Bank/Barclays Capital,9,9.35,10.23,0.1367
1849,2010/7/29,Molycorp ,MCP,Morgan Stanley/J.P. Morgan,14,13.25,12.85,-0.0821
1850,2010/8/3,Trius Therapeutics ,TSRX,Credit Suisse/Piper Jaffray,5,5.1,5,0
1851,2010/8/5,Ambow Education Holding,AMBO,J.P. Morgan/ Goldman Sachs (Asia),10,10.04,9.25,-0.075
1852,2010/8/5,Gordmans Stores,GMAD,Piper Jaffray/Wells Fargo Securities,11,11,11.03,0.0027
1853,2010/8/6,Intralink Holdings ,IL,Morgan Stanley/Deutsche Bank/Credit Suisse,13,10,9.61,-0.2608
1854,2010/8/6,NuPathe ,PATH,Leerink Swann/Lazard Capital Markets,10,10.04,9.25,-0.075
1855,2010/8/6,NXP Semiconductors NV ,NXPI,Credit Suisse/Goldman Sachs/Morgan Stanley,14,11,11.03,-0.2121
1856,2010/8/11,China Kanghui Holdings ,KH,Morgan Stanley/ Piper Jaffray,10.25,10.29,12.16,0.1863
1857,2010/8/11,MediaMind Technologies ,MDMD,J.P. Morgan/Deutsche Bank,11.5,10.5,11,-0.0435
1858,2010/8/12,MakeMyTrip Limited ,MMYT,Morgan Stanley,14,22,26.45,0.8893
1859,2010/8/12,RealPage ,RP,Credit Suisse/ Deutsche Bank Securities,11,13,14.52,0.32
1860,2010/8/13,Electromed,ELMD,Feltl and Company,4,4.05,3.98,-0.005
1861,2010/8/26,Whitestone REIT ,WSR,Wunderlich/Ladenburg Thalmann,12,12,11.5,-0.0417
1862,2010/9/17,SouFun Holdings Limited ,SFUN,Deutsche Bank Securities/ Goldman Sachs (Asia) L.L.C,42.5,67,73.5,0.7294
1863,2010/9/23,CoreSite Realty ,COR,Citi/BofA Merrill Lynch/RBC Capital Markets,16,16,16.01,0.0006
1864,2010/9/24,SciQuest ,SQI,Stifel Nicolaus Weisel,9.5,11.5,12.27,0.2916
1865,2010/9/28,Amyris ,AMRS,Morgan Stanley/Goldman Sachs/J.P. Morgan,16,16.5,16.5,0.0313
1866,2010/9/28,Country Style Cooking Restaurant Chain ,CCSC,BofA Merrill Lynch/ Credit Suisse,16.5,25,24.3,0.4727
1867,2010/9/30,Elster Group ,ELT,Deutsche Bank Securities,13,13,13.75,0.0577
1868,2010/9/30,Rhino Resources Partners ,RNO,Raymond James,20.5,20.5,21.1,0.0293
1869,2010/10/1,China Ming Yang Wind Power Group ,MY,Morgan Stanley/ Credit Suisse/ BofA Merrill Lynch,14,14.15,13.25,-0.0536
1870,2010/10/1,ChinaCache International Holdings ,CCIH,BofA Merrill Lynch/ Deutsche Bank Securities,13.9,27,27.15,0.9532
1871,2010/10/1,The KEYW Holding ,KEYW,SunTrust Robinson Humphrey,10,10.3,11.38,0.138
1872,2010/10/7,Daqo New Energy ,DQ,Morgan Stanley,9.5,9.98,10.25,0.0789
1873,2010/10/8,Cazador Acquisition Corporation ,CAZAU,Rodman & Renshaw,10,10,10,0
1874,2010/10/8,Ellington Financial LLC ,EFC,Deutsche Bank Securities,22.5,21.5,21.75,-0.0333
1875,2010/10/8,Global Education & Technology Group ,GEDU,Credit Suisse/ BofA Merrill Lynch,10.5,12,12.2,0.1619
1876,2010/10/12,Hicks Acquisition Company 11 ,HKACU,Citi/Deutsche Bank,10,10,10,0
1877,2010/10/14,Campus Crest Communities ,CCG,"Raymond James/ Citi/ Goldman, Sachs/ Barclay Capital/ RBC Capital Markets",12.5,12.5,12.51,0.0008
1878,2010/10/15,Body Central ,BODY,Piper Jaffray/ Jefferies & Company,13,14.49,13,0
1879,2010/10/15,Tower International ,TOWR,Goldman Sachs/Citi/J.P. Morgan,13,13.55,13,0
1880,2010/10/19,NetSpend Holdings ,NTSP,"Goldman, Sachs/ BofA Merrill Lynch/ William Blair",11,13,13,0.1818
1881,2010/10/19,ShangPharma ,SHP,Citi/ J.P. Morgan,15,15,12.75,-0.15
1882,2010/10/20,TAL Education Group ,XRS,Credit Suisse/ Morgan Stanley,10,14,15,0.5
1883,2010/10/21,Bravo Brio Restaurant Group ,BBRG,Jefferies & Company/ Piper Jaffray/ Wells Fargo Securities,14,14.5,15.9,0.1357
1884,2010/10/21,Vera Bradley ,VRA,Baird/ Piper Jaffray,16,23,24.85,0.5531
1885,2010/10/22,Aegerion Pharmaceuticals ,AEGR,Leerink Swann/ Lazard Capital Markets,9.5,10,10.8,0.1368
1886,2010/10/26,Mecox Lane Limited ,MCOX,Credit Suisse/ UBS Investment Bank,11,17.5,17.26,0.5691
1887,2010/10/27,Pacific Biosciences of California ,PACB,J.P.Morgan/ Morgan Stanley,16,16.5,16.44,0.0275
1888,2010/10/28,ExamWorks Group ,EXAM,"Goldman, Sachs & Co./ Credit Suisse",16,16.75,16.8,0.05
1889,2010/10/28,SeaCube Container Leasing ,BOX,J.P. Morgan/ Citi/ Deutsche Bank Securities/ Wells Fargo Securities,10,11,11,0.1
1890,2010/10/29,Le Gaga Holdings Limited ,GAGA,BofA Merrill Lynch/ UBS Investment Bank,9.5,9.06,11.26,0.1853
1891,2010/11/2,Xueda Education Group ,XUE,Goldman Sachs (Asia) L.L.C.,9.5,14.3,12.5,0.3158
1892,2010/11/3,SinoTech Energy Limited ,CTE,Citi/ UBS Investment Bank/ Deutsche Bank Securities,8.5,8.5,6.86,-0.1929
1893,2010/11/3,SodaStream International Ltd. ,SODA,J.P. Morgan/ Deutsche Bank Securities,20,24.75,24.12,0.206
1894,2010/11/4,Costamare ,CMRE,Morgan Stanley/ BofA Merrill Lynch,12,12.02,11.85,-0.0125
1895,2010/11/5,Primo Water ,PRMW,Stifel Nicolaus Weisel,12,14.86,12.95,0.0792
1896,2010/11/5,The Fresh Market ,TFM,BofA Merrill Lynch/J.P. Morgan/Goldman Sachs,22,34,32.11,0.4595
1897,2010/11/10,Noah Holdings Limited ,NOAH,J.P. Morgan/ BofA Merrill Lynch,12,15,15.99,0.3325
1898,2010/11/10,RDA Microelectronics ,RDA,Morgan Stanley/ Credit Suisse,9,10.11,10.75,0.1944
1899,2010/11/11,Complete Genomics ,GNOM,UBS Investment Bank/ Jefferies & Company,9,8.5,8.03,-0.1078
1900,2010/11/11,Inph ,IPHI,Morgan Stanley.Deutsche Bank/Jefferies,12,15.13,15.3,0.275
1901,2010/11/17,Bitauto Holdings Limited ,BITA,Citi/ UBS Investment Bank,12,12,12.45,0.0375
1902,2010/11/17,Booz Allen & Hamilton ,BAH,Morgan Stanley/ Barclays Capital/ BofA Merrill Lynch Credit Suisse,17,17.26,19.25,0.1324
1903,2010/11/18,General Motors Company ,GM,Morgan Stanley/ J.P. Morgan/ BofA Merrill Lynch/ Citi,33,35,34.19,0.0361
1904,2010/11/18,LPL investmens ,LPLA,Goldman Sachs/Morgan Stanley,30,33.05,32.15,0.0717
1905,2010/11/19,Aeroflex Holdings ,ARX,"Goldman, Sachs/ Credit Suisse/ J.P. Morgan/ Morgan Stanley",13.5,12.67,12.67,-0.0615
1906,2010/11/19,Lizhan Environmental ,LZEN,Maxim Group LLC,4,4,4.01,0.0025
1907,2010/11/23,China Xiniya Fashion Limited ,XNY,Cowen,11,11,9.95,-0.0955
1908,2010/11/23,Zogenix ,ZGNX,Wells Fargo Securities/ Leerink Swann,4,5,3.98,-0.005
1909,2010/11/24,Anacor Pharmaceuticals ,ANAC,Citi/ Deutsche Bank Securities,5,5,5.09,0.018
1910,2010/11/24,L&L Acquisition ,LLACQU,Morgan Joseph,10,10,10,0
1911,2010/11/24,SYSWIN ,SYSW,Morgan Stanley,7,7,6.2,-0.1143
1912,2010/12/2,FXCM ,FXCM,Credit Suisse/ J.P. Morgan/ Citi,14,15,14.85,0.0607
1913,2010/12/7,Targa Resources Investments ,TRGP,Barclays Capital,22,24.1,24.7,0.1227
1914,2010/12/8,CTPartners Executive Search  ,CTP,William Blair & Company/ C.L. King & Associates,13,13,13,0
1915,2010/12/8,E-Commerce China Dangdang ,DANG,Credit Suisse/ Morgan Stanley,16,24.5,29.91,0.8694
1916,2010/12/8,Youku.com ,YOKU,Goldman Sachs (Asia),12.8,27,27,1.1094
1917,2010/12/9,Bona Film Group Limited ,BONA,BofA Merrill Lynch/ J.P. Morgan,8.5,8.5,6.6,-0.2235
1918,2010/12/9,First Republic Bank ,FRC,BofA Merrill Lynch/ Morgan Stanley/ J.P. Morgan,25.5,27.25,27.92,0.0949
1919,2010/12/9,SemiLeds ,LEDS,BofA Merrill Lynch/ Barclays Capital/ Jefferies,17,23.14,25.76,0.5153
1920,2010/12/10,FlatWorld Acquisition ,FTWAU,Rodman & Renshaw/ EarlyBirdCapital,10,10,10.01,0.001
1921,2010/12/10,Lentuo International ,LAS,Cowen/ HSBC,8,8.5,8.38,0.0475
1922,2010/12/10,Sky-mobi Limited  ,MOBI,Citi,8,6,6,-0.25
1923,2010/12/14,iSoftStone Holdings Limited ,ISS,UBS Investment Bank/ J.P. Morgan/ Morgan Stanley,13,16,16.2,0.2462
1924,2010/12/15,FleetCor Technologies ,FLT,"J.P. Morgan/ Goldman, Sachs",23,25,27.75,0.2065
1925,2010/12/15,GAIN Capital Holdings ,GCAP,Morgan Stanley/Deutsche Bank,9,9.05,8.85,-0.0167
1926,2010/12/15,RigNet ,RNET,Deutsche Bank Securities/ Jefferies & Company,12,12,12.55,0.0458
1927,2010/12/15,Walker & Dunlop ,WD,"Credit Suisse/ Keefe, Bruyette & Woods/ Morgan Stanley",10,9.9,9.9,-0.01
1928,2010/12/16,Swift Holdings ,SWFT,Morgan Stanley/ BofA Merrill Lynch/ Wells Fargo Securities,11,11,11.1,0.0091
1929,2010/12/17,Fortegra Financial ,FRF,Piper Jaffray/ SunTrust Robinson Humphrey,11,11,11,0
1930,2010/12/17,"QR Energy, LP ",QRE,Wells Fargo Securities,20,19.9,19.6,-0.02
1931,2010/12/16,Ventrus Biosciences ,VTUS,"Rodman & Renshaw, LLC/ National Securities",6,7.47,6.3,0.05
1932,2010/12/21,"Ossen Innovation Co., Ltd. ",OSN,"Global Hunter Securities, LLC/ Knight Capital Markets",4.5,4.74,4.25,-0.0556
1933,2009/2/10,Mead Johnson Nutrition ,MJN,Citi/Morgan Stanley,24,26,26.43,0.1013
1934,2009/4/1,Changyou.com ,CYOU,Credit Suisse/Merrill Lynch,16,22,20.02,0.2513
1935,2009/4/14,Bridgepoint Education ,BPI,Credit Suisse/JPMorgan,10.5,10.5,11.1,0.0571
1936,2009/4/15,Rosetta Stone ,RST,Morgan Stanley/William Blair,18,25,25.12,0.3956
1937,2009/5/14,DigitalGlobal ,DGI,Morgan Stanley/JP Morgan,19,23,21.5,0.1316
1938,2009/5/19,SolarWinds ,SWI,"JPMorgan/ Goldman, Sachs/ Morgan Stanley",12.5,15,13.75,0.1
1939,2009/5/20,OpenTable ,OPEN,Merrill Lynch,20,24.5,31.89,0.5945
1940,2009/6/2,Government Properties Income Trust ,GOV,Merrill Lynch/Wachovia/Morgan Stanley,20,19.4,19.47,-0.0265
1941,2009/6/12,Cypress Sharpridge Investment ,CYS,Barclay Capital,11,12,11.55,0.05
1942,2009/6/24,Chemspec International ,CPC,Credit Suisse/Citi,9,9.45,9,0
1943,2009/6/24,Duoyuan Global Water ,DGW,Piper Jaffray,16,22.65,21.87,0.3669
1944,2009/6/25,Medidata Solutions ,MDSO,Citi/Credit Suisse,14,18,17,0.2143
1945,2009/6/26,Invesco Mortgage Capital,IVR,Credit Suisse/Morgan Stanley,20,19.8,19.42,-0.029
1946,2009/7/1,LogMeIn ,LOGM,JPMorgan/Barclay Capital,16,20,20.02,0.2513
1947,2009/7/30,PennyMac Investment Trust ,PMT,Merrill Lynch/ Credit Suisse/ Deutsche Bank Securities,20,19,19.1,-0.045
1948,2009/8/1,Emdeon ,EM,Morgan Stanley,15,17.5,16.52,0.1013
1949,2009/8/6,CDC Software ,CDCS,Lazard Capital Markets/JMP Securities,12,12,9.99,-0.1675
1950,2009/8/6,Avago Technologies ,AVGO,Deutsche Bank Securities/ Barclays Capital/ Morgan Stanley/ Citi,15,16.2,16.18,0.0787
1951,2009/8/10,Cumberland Pharmaceuticals ,CPIX,UBS Investment Bank/Jefferies/ Wachovia Securities,17,17.75,16.83,-0.01
1952,2009/8/11,Starwood Property Trust ,STWD,BofA Merrill Lynch/Deuteche Bank,20,19.5,20,0
1953,2009/9/16,CreXus Investment,CXS,Deutsche Bank/Merrill Lynch,15,14.5,14.63,-0.0247
1954,2009/9/24,Vitacost.com ,VITC,Jefferies/Oppenheimer ,12,12.05,12.05,0.0042
1955,2009/9/24,Colony Financial ,CLNY,BofA Merrill Lynch/Goldman Sachs/Morgan Stanley/UBS Investment Bank,20,19.5,19.66,-0.017
1956,2009/9/24,A123 Systems ,AONE,Morgan Stanley/Goldman Sachs,13.5,16.94,20.29,0.503
1957,2009/9/24,Apollo Commerical Real Estate ,ARI,J.P. Morgan/Citi/Barclays Capial,20,19.05,18.5,-0.075
1958,2009/9/24,Artio Global Investors ,ART,Goldman Sachs,26,27.3,28.1,0.0808
1959,2009/9/25,Shanda Games Limited ,GAME,Goldman Sachs (Asia)/J.P. Morgan,12.5,12.5,10.75,-0.14
1960,2009/9/25,Select Medical Holdings ,SEM,Goldman Sachs/ Morgan Stanley/ BofA Merrill Lynch/ J.P. Morgan,10,9.75,10.09,0.009
1961,2009/10/1,Talecris BioTherapeutics ,TLCR,Morgan Stanley/Goldman Sachs/Citi/JPMorgan,19,19.5,21.15,0.1132
1962,2009/10/2,Echo Global Logitcs ,ECHO,Morgan Stanley/ Citi,14,13.6,14.06,0.0043
1963,2009/10/2,Education Management Corporation ,EDMC,Goldman Sachs/J.P. Morgan/BofA Merrill Lynch/Barclays Capital/Credit Suisse/Morgan Stanley,18,20.25,21.77,0.2094
1964,2009/10/7,Banco Santander ,BSBR,Santander/ Credit Suisse/ BofA Merrill Lynch/ UBS Investment Bank,13.4,13.3,13.01,-0.0293
1965,2009/10/7,Verisk Analytics ,VRSK,BofA Merrill Lynch/Morgan Stanley,22,26.41,27.22,0.2373
1966,2009/10/8,Mistras Group ,MG,J.P. Morghan/Credit Suisse.BofA Merrill Lynch,12.5,12.3,12.53,0.0024
1967,2009/10/8,Omeros ,OMER,Deutsche Bank Securities,10,9.49,8.73,-0.127
1968,2009/10/13,RailAmerica ,RA,JPMorgan/Citi/Deutsche Bank/Morgan Stanley,15,14.35,13.75,-0.0833
1969,2009/10/16,China Real Estate Information ,CRIC,Credit Suisse/UBS Investment Bank,12,12.28,14.2,0.1833
1970,2009/10/20,ZST Digital Networks ,ZSTN,Rodman & Renshaw/WestPark Capital,8,8,7.52,-0.06
1971,2009/10/21,AGA Medical Holdings ,AGAM,BofA Merrill Lynch,14.5,14.5,14.6,0.0069
